1	смотрите	смотреть	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#0.0#0.331
2	а	а	CCONJ	_	_	_	_	_	@dg1985-words#0.331#0.662
3	как	как	ADV	_	Degree=Pos	_	_	_	@dg1985-words#0.662#0.993
4	вот	вот	PART	_	_	_	_	_	@dg1985-words#0.993#1.324
5	/	/	PUNCT	_	_	_	_	_	@dg1985-words#1.324#1.655
6	ээ	ээ	INTJ	_	_	_	_	_	@dg1985-words#1.655#1.986
7	быть	быть	AUX	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dg1985-words#1.986#2.317
8	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dg1985-words#2.317#2.648
9	все	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#2.648#2.979
10	знаете	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#2.979#3.31
11	/	/	PUNCT	_	_	_	_	_	@dg1985-words#3.31#3.641
12	в	в	ADP	_	_	_	_	_	@dg1985-words#3.641#3.972
13	выходные	выходной	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@dg1985-words#3.972#4.303
14	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#4.303#4.634
15	в	в	ADP	_	_	_	_	_	@dg1985-words#4.634#4.965
16	Москве	Москва	PROPN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#4.965#5.296
17	все	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#5.296#5.627
18	восхищаюсь	восхищаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dg1985-words#5.627#5.958
19	нашей	наш	DET	_	Case=Ins|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#5.958#6.289
20	столицей	столица	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#6.289#6.62
21	как	как	SCONJ	_	_	_	_	_	@dg1985-words#6.62#6.951
22	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@dg1985-words#6.951#7.282
23	развивается	развиваться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dg1985-words#7.282#7.613
24	просто	просто	PART	_	_	_	_	_	@dg1985-words#7.613#7.944
25	общественные	общественный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@dg1985-words#7.944#8.275
26	пространства	пространство	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur	_	_	_	@dg1985-words#8.275#8.606
27	/	/	PUNCT	_	_	_	_	_	@dg1985-words#8.606#8.937
28	там	там	ADV	_	Degree=Pos	_	_	_	@dg1985-words#8.937#9.28
29	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#9.555#9.802
30	сделано	делать	VERB	_	Aspect=Perf|Gender=Neut|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@dg1985-words#9.802#10.049
31	для	для	ADP	_	_	_	_	_	@dg1985-words#10.049#10.296
32	людей	человек	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@dg1985-words#10.296#10.543
33	/	/	PUNCT	_	_	_	_	_	@dg1985-words#10.543#10.79
34	ну	ну	PART	_	_	_	_	_	@dg1985-words#10.79#11.037
35	делается	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dg1985-words#11.037#11.284
36	во	в	ADP	_	_	_	_	_	@dg1985-words#11.284#11.531
37	всяком	всякий	DET	_	Case=Loc|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#11.531#11.778
38	случае	случай	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#11.778#12.025
39	/	/	PUNCT	_	_	_	_	_	@dg1985-words#12.025#12.272
40	да	да	PART	_	_	_	_	_	@dg1985-words#12.272#12.525
41	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dg1985-words#12.72#12.967
42	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dg1985-words#12.967#13.214
43	не	не	PART	_	_	_	_	_	@dg1985-words#13.214#13.461
44	говорю	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#13.461#13.708
45	там	там	ADV	_	Degree=Pos	_	_	_	@dg1985-words#13.708#13.955
46	каким	какой	DET	_	Case=Ins|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#13.955#14.202
47	образом	образ	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#14.202#14.449
48	все	весь	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#14.449#14.696
49	это	этот	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#14.696#14.943
50	пиар	пиар	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#14.943#15.19
51	Собянин	Собянин	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#15.19#15.437
52	/	/	PUNCT	_	_	_	_	_	@dg1985-words#15.437#15.684
53	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#15.684#15.931
54	вот	вот	PART	_	_	_	_	_	@dg1985-words#15.931#16.178
55	/	/	PUNCT	_	_	_	_	_	@dg1985-words#16.178#16.425
56	да	да	PART	_	_	_	_	_	@dg1985-words#16.425#16.672
57	/	/	PUNCT	_	_	_	_	_	@dg1985-words#16.672#16.919
58	вот	вот	PART	_	_	_	_	_	@dg1985-words#16.919#17.166
59	по	по	ADP	_	_	_	_	_	@dg1985-words#17.166#17.413
60	факту	факт	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#17.413#17.66
61	что	что	PRON	_	Case=Nom	_	_	_	@dg1985-words#17.66#17.907
62	получается	получаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dg1985-words#17.907#18.154
63	да	да	PART	_	_	_	_	_	@dg1985-words#18.154#18.401
64	что	что	SCONJ	_	_	_	_	_	@dg1985-words#18.921#19.272
65	город	город	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#19.272#19.623
66	во-первых	во-первых	ADV	_	Degree=Pos	_	_	_	@dg1985-words#19.623#19.974
67	/	/	PUNCT	_	_	_	_	_	@dg1985-words#19.974#20.325
68	поехал	поехать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#20.325#20.676
69	/	/	PUNCT	_	_	_	_	_	@dg1985-words#20.676#21.027
70	машины	машина	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@dg1985-words#21.027#21.378
71	поехали	поехать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#21.378#21.729
72	/	/	PUNCT	_	_	_	_	_	@dg1985-words#21.729#22.08
73	автобус	автобус	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#22.08#22.431
74	э	эра	INTJ	_	_	_	_	_	@dg1985-words#22.431#22.782
75	автобусы	автобус	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dg1985-words#22.782#23.133
76	/	/	PUNCT	_	_	_	_	_	@dg1985-words#23.133#23.484
77	тролейбусы	тролейбус	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dg1985-words#23.484#23.835
78	великолепно	великолепно	ADV	_	Degree=Pos	_	_	_	@dg1985-words#23.835#24.186
79	ходят	ходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#24.186#24.537
80	/	/	PUNCT	_	_	_	_	_	@dg1985-words#24.537#24.888
81	очень	очень	ADV	_	Degree=Pos	_	_	_	@dg1985-words#24.888#25.239
82	часто	часто	ADV	_	Degree=Pos	_	_	_	@dg1985-words#25.239#25.6
83	из	из	ADP	_	_	_	_	_	@dg1985-words#26.07#26.435
84	окраины	окраина	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#26.435#26.8
85	до	до	ADP	_	_	_	_	_	@dg1985-words#26.8#27.165
86	э	эра	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#27.165#27.53
87	центра	центр	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#27.53#27.895
88	можно	можно	ADV	_	Degree=Pos	_	_	_	@dg1985-words#27.895#28.26
89	добраться	добраться	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@dg1985-words#28.26#28.625
90	буквально	буквально	ADV	_	Degree=Pos	_	_	_	@dg1985-words#28.625#28.99
91	за	за	ADP	_	_	_	_	_	@dg1985-words#28.99#29.355
92	двадцать	двадцать	NUM	_	Case=Acc	_	_	_	@dg1985-words#29.355#29.72
93	двадцать	двадцать	NUM	_	Case=Acc	_	_	_	@dg1985-words#29.72#30.085
94	пять	пять	NUM	_	Case=Acc	_	_	_	@dg1985-words#30.085#30.45
95	минут	минута	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@dg1985-words#30.45#30.82
96	экономика	экономика	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#30.94#31.64
97	развивается	развиваться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dg1985-words#31.64#32.34
98	много	много	ADV	_	Degree=Pos	_	_	_	@dg1985-words#32.725#33.225
99	появилось	появиться	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@dg1985-words#33.225#33.725
100	интересных	интересный	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@dg1985-words#33.725#34.225
101	мест	место	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur	_	_	_	@dg1985-words#34.225#34.725
102	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dg1985-words#35.08#35.487
103	туда	туда	ADV	_	Degree=Pos	_	_	_	@dg1985-words#35.487#35.894
104	едут	ехать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#35.894#36.301
105	/	/	PUNCT	_	_	_	_	_	@dg1985-words#36.301#36.708
106	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dg1985-words#36.708#37.115
107	туда	туда	ADV	_	Degree=Pos	_	_	_	@dg1985-words#37.115#37.522
108	везут	везти	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#37.522#37.929
109	деньги	деньги	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@dg1985-words#37.929#38.336
110	инвестируют	инвестировать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#38.336#38.743
111	в	в	ADP	_	_	_	_	_	@dg1985-words#38.743#39.15
112	москву	москва	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#39.15#39.56
113	от	от	ADP	_	_	_	_	_	@dg1985-words#40.22#40.713
114	питера	питер	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#40.713#41.206
115	отказываются	отказываться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dg1985-words#41.206#41.7
116	Питер	Питер	PROPN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#42.4#42.73
117	/	/	PUNCT	_	_	_	_	_	@dg1985-words#42.73#43.06
118	сами	сам	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@dg1985-words#43.06#43.39
119	бизнесмэны	бизнесмэна	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dg1985-words#43.39#43.72
120	которые	который	PRON	_	Case=Nom	_	_	_	@dg1985-words#43.72#44.05
121	здесь	здесь	ADV	_	Degree=Pos	_	_	_	@dg1985-words#44.05#44.38
122	работали	работать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#44.38#44.71
123	долгие	долгий	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@dg1985-words#44.71#45.04
124	годы	год	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@dg1985-words#45.04#45.37
125	говорят	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#45.37#45.7
126	о	о	ADP	_	_	_	_	_	@dg1985-words#45.7#46.03
127	том	то	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#46.03#46.36
128	что	что	SCONJ	_	_	_	_	_	@dg1985-words#46.36#46.69
129	сейчас	сейчас	ADV	_	Degree=Pos	_	_	_	@dg1985-words#46.69#47.02
130	просто	просто	PART	_	_	_	_	_	@dg1985-words#47.02#47.35
131	застой	застой	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#47.35#47.681
132	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dg1985-words#48.055#48.215
133	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dg1985-words#48.57#48.892
134	сейчас	сейчас	ADV	_	Degree=Pos	_	_	_	@dg1985-words#48.892#49.214
135	ничего	ничто	PRON	_	Case=Gen	_	_	_	@dg1985-words#49.214#49.536
136	не	не	PART	_	_	_	_	_	@dg1985-words#49.536#49.858
137	развиваю	развивать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#49.858#50.18
138	/	/	PUNCT	_	_	_	_	_	@dg1985-words#50.18#50.502
139	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dg1985-words#50.502#50.824
140	не	не	PART	_	_	_	_	_	@dg1985-words#50.824#51.146
141	могу	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#51.146#51.468
142	вкладываться	вкладываться	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Pass	_	_	_	@dg1985-words#51.468#51.79
143	/	/	PUNCT	_	_	_	_	_	@dg1985-words#51.79#52.112
144	потому	потому	ADV	_	Degree=Pos	_	_	_	@dg1985-words#52.112#52.434
145	что	что	SCONJ	_	_	_	_	_	@dg1985-words#52.434#52.756
146	чиновники	чиновник	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dg1985-words#52.756#53.078
147	меняют	менять	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#53.078#53.4
148	/	/	PUNCT	_	_	_	_	_	@dg1985-words#53.4#53.722
149	правила	правило	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#53.722#54.044
150	каждый	каждый	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#54.044#54.366
151	день	день	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#54.366#54.69
152	невозможно	невозможный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@dg1985-words#55.02#55.403
153	существовать	существовать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dg1985-words#55.403#55.786
154	в	в	ADP	_	_	_	_	_	@dg1985-words#55.786#56.169
155	в	в	ADP	_	_	_	_	_	@dg1985-words#56.169#56.552
156	таких	такой	DET	_	Case=Loc|Number=Plur	_	_	_	@dg1985-words#56.552#56.935
157	условиях	условие	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Plur	_	_	_	@dg1985-words#56.935#57.319
158	невозможно	невозможный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@dg1985-words#57.671#58.079
159	существовать	существовать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dg1985-words#58.079#58.487
160	без	без	ADP	_	_	_	_	_	@dg1985-words#58.487#58.895
161	поддержки	поддержка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#58.895#59.303
162	а	а	CCONJ	_	_	_	_	_	@dg1985-words#59.303#59.711
163	поддержки	поддержка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#59.711#60.119
164	от	от	ADP	_	_	_	_	_	@dg1985-words#60.119#60.527
165	города	город	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#60.527#60.935
166	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#60.935#61.351
167	ну	ну	PART	_	_	_	_	_	@dg1985-words#61.945#62.24
168	во	в	ADP	_	_	_	_	_	@dg1985-words#62.24#62.535
169	всяком	всякий	DET	_	Case=Loc|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#62.535#62.83
170	случае	случай	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#62.83#63.125
171	предприниматели	предприниматель	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dg1985-words#63.125#63.42
172	этого	это	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#63.42#63.715
173	не	не	PART	_	_	_	_	_	@dg1985-words#63.715#64.01
174	видят	видеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dg1985-words#64.01#64.305
175	ну	ну	PART	_	_	_	_	_	@dg1985-words#69.359#69.642
176	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dg1985-words#69.642#69.925
177	понятно	понятный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@dg1985-words#69.925#70.209
178	в	в	ADP	_	_	_	_	_	@dg1985-words#118.992#119.179
179	Москве	Москва	PROPN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#119.179#119.366
180	?	?	PUNCT	_	_	_	_	_	@dg1985-words#119.366#119.554
181	ой	а	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#120.112#120.418
182	/	/	PUNCT	_	_	_	_	_	@dg1985-words#120.418#120.724
183	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@dg1985-words#120.724#121.03
184	кажется	казаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dg1985-words#121.03#121.336
185	Питер	Питер	PROPN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dg1985-words#121.336#121.642
186	/	/	PUNCT	_	_	_	_	_	@dg1985-words#121.642#121.948
187	эээ	эээ	INTJ	_	_	_	_	_	@dg1985-words#121.948#122.254
188	/	/	PUNCT	_	_	_	_	_	@dg1985-words#122.254#122.56
189	невозможно	невозможный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@dg1985-words#122.56#122.866
190	переплюнуть	переплюнуть	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@dg1985-words#122.866#123.172
191	по	по	ADP	_	_	_	_	_	@dg1985-words#123.172#123.478
192	кухне	кухня	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@dg1985-words#123.478#123.787
